10000 VSyncFunc
A2640 LaraNodeUnderwater
A2650 camera_pnodes
A2654 cutseq_malloc_ptr
A2658 cutseq_malloc_used
A265C cutseq_malloc_free
A2660 GLOBAL_numcutseq_frames
A2664 GLOBAL_resident_depack_buffers
A2668 GLOBAL_cutseq_frame
A266C numnailed
A2670 cutseq_meshswapbits
A2698 lastcamnum
A269C old_status_flags
A26BC GLOBAL_cutme
A26C0 old_lara_holster
A26C4 cutseq_meshbits
A26EC GLOBAL_oldcamtype
A26F0 actor_pnodes
A2718 old_status_flags2
A2758 cutseq_resident_addresses
A2814 duff_item
A28A4 splashes
A2944 ripples
A2B44 splash_setup
A2B6C dynamics
A316C spark_dynamics
A31AC SmokeWindX
A31B0 SmokeWindZ
A31B4 SmokeWeapon
A31B8 SmokeCountR
A31BC SmokeCountL
A31C0 DeadlyBounds
A31D8 Gunflashes
A3268 LaserSightX
A326C LaserSightY
A3270 LaserSightZ
A3274 NodeVectors
A3334 last_camera
A3338 first_camera
A333C number_spotcams
A3340 current_sequence
A3344 LastSequence
A3348 spline_from_camera
A334C current_spline_camera
A3350 CurrentFov
A3354 SpotCam
A3358 InitialCameraPosition
A3364 camera_xposition
A33AC camera_yposition
A33F4 camera_zposition
A343C current_spline_position
A3440 LaraFixedPosition
A344C CameraCnt
A345C SpotRemap
A346C camera_speed
A34B4 camera_roll
A34FC current_camera_cnt
A3500 camera_fov
A3548 InitialCameraRoom
A354C CameraFade
A3550 InitialCameraTarget
A355C spline_to_camera
A3560 spotcam_loopcnt
A3564 camera_ztarget
A35AC LaraHealth
A35B0 quakecam
A35D0 camera_xtarget
A3618 LaraAir
A361C LastFov
A3620 camera_ytarget
A3668 next_fx_free
A366C next_fx_active
A3670 number_sound_effects
A3674 sound_effects
A3678 effects
A367C first_hair
A3684 PickupX
A3688 PickupY
A368C pickups
A36AC PickupVel
A36B0 PoisonFlag
A36B4 CurrentPickup
A36B8 AmountShotGunAmmo1
A36BA AmountShotGunAmmo2
A36BC AmountHKAmmo1
A36BE AmountCrossBowAmmo1
A36C0 AmountCrossBowAmmo2
A36C2 AmountUziAmmo
A36C4 AmountRevolverAmmo
A36C6 AmountPistolsAmmo
A36C8 CurrentPistolsAmmoType
A36C9 CurrentUziAmmoType
A36CA CurrentRevolverAmmoType
A36CB CurrentShotGunAmmoType
A36CC CurrentGrenadeGunAmmoType
A36CD CurrentCrossBowAmmoType
A36CE StashedCurrentPistolsAmmoType
A36CF StashedCurrentUziAmmoType
A36D0 StashedCurrentRevolverAmmoType
A36D1 StashedCurrentShotGunAmmoType
A36D2 StashedCurrentGrenadeGunAmmoType
A36D3 StashedCurrentCrossBowAmmoType
A36D4 friggrimmer
A36D8 go_right
A36DC Stashedcurrent_selected_option
A36E0 current_selected_option
A36E4 friggrimmer2
A36E8 left_repeat
A36EC right_repeat
A36F0 menu_active
A36F4 go_down
A36F8 go_left
A36FC use_the_bitch
A3700 current_ammo_type
A3704 go_up
A3708 normal_ring_fade_val
A370C combine_ring_fade_val
A3710 ammo_selector_fade_val
A3714 normal_ring_fade_dir
A3718 combine_ring_fade_dir
A371C ammo_selector_fade_dir
A3720 combine_obj1
A3724 combine_obj2
A3728 ammo_selector_flag
A372C rings
A3734 go_select
A3738 seperate_type_flag
A373C combine_type_flag
A3740 current_options
A3758 num_ammo_slots
A375C select_debounce
A3760 left_debounce
A3764 down_debounce
A3768 up_debounce
A376C right_debounce
A3770 deselect_debounce
A3774 oldLaraBusy
A3778 loading_or_saving
A377C ammo_active
A3780 keypadinputs
A3784 ammo_object_list
A3798 OBJLIST_SPACING
A379C go_deselect
A37A0 _bullshitbollox
A37A4 bullshitbollox
A37A8 next_item_active
A37AC GlobalPulleyFrigItem
A37B0 next_item_free
A37B4 TargetList
A37D4 bum_vsrc
A37E4 bum_view
A37F8 bum_vdest
A3808 LastTargets
A3828 cheat_hit_points
A382C mycoll
A38B4 subsuit
A38C0 baddie_slots
A38C4 AIObjects
A38C8 nAIObjects
A38CC fxil
A38FC RPickups
A390C NumRPickups
A3910 OldPickupPos
A391C SGcount
A3920 SGpoint
A3924 MGSaveGamePtr
A3928 sample_infos
A392C sample_lut
A3930 LaraSpheres
A3A20 GotLaraSpheres
A3A24 NumLaraSpheres
A3A28 CurrentSequence
A3A2C SequenceUsed
A3A34 SequenceResults
A3A50 Sequences
A3A54 FootPrintNum
A3A58 phd_bottom
A3A5C CamPos
A3A68 CamTgt
A3A74 phd_top
A3A78 phd_mxptr
A3A7C phd_left
A3A80 phd_persp
A3A84 phd_right
A3A88 w2v_matrix
A3AB8 viewer
A3ACC matrix_stack
A3B2C XARepeat
A3B3C XATrackList
A3BC4 XATrack
A3BC8 XAVolume
A3BCC XAMasterVolume
A3BD0 XAWait
A3BD4 XAFlag
A3BD8 XAReqTrack
A3BDC XAStartPos
A3BE0 XACurPos
A3BE4 XAEndPos
A3BE8 XAReqVolume
A3BEC LnFlipFrame
A3BF0 db
A3D08 GadwOrderingTables_V2
A4508 RoomTextInfo
A450C malloc_ptr
A4510 malloc_used
A4514 script_malloc_size
A4518 malloc_free
A4520 RawEdge
A4524 Motors
A4528 inputBusy
A452C GPad1
A4550 GPad2
A4574 Edge2
A4578 RawPad
A457C input
A4580 dbinput
A4584 LaraLookX
A4588 LaraLookY
A458C dbinput2
A4590 ClutStartY
A4594 SetupPtr
A4598 RoomBBoxes
A459C AnimatingWaterfallsV
A45B4 mesh_base
A45B8 floor_data
A45BC envmap_data
A45D4 AnimatingWaterfalls
A45EC AnimFileLen
A45F0 AnimFilePos
A45F4 GLOBAL_default_sprites_ptr
A45F8 DelRotAng
A45FC CamGTE
A461C LightPos
A463C vib
A465C PauseMenuNum
A4660 nAnimUVRanges
A4664 SoundFXVolume
A4668 GtSFXEnabled
A466C nAnimTextureRanges
A4670 AnimTextureRanges
A4674 EHbl
A4678 grid
A467C divisor
A467E nummarks
A4680 finalCount
A4682 currentCount
A4684 drawCount
A4686 profile_xcnt
A4688 numprof
A468C ProfileInfo
A478C mcActualStatus
A4790 mcBlocksFree
A4794 mcNumFiles
A4798 mcFileNames
A4824 mcStatus
A4828 mcFileLengths
A4844 mcInit
A4848 cur_stashed_object
A484C cur_stashed_matrix
A4850 num_objects_stashed
A4854 OurSqrt
A4C54 char_anim
A4C58 CamRot
A4C60 iMatrix
A4C64 iFrac
A4C68 iRate
A4C6C iAmbientR
A4C70 iAmbientB
A4C74 iAmbientG
A4C78 MatrixStack
A5078 iMatrixStack
A5478 MatrixSP
A547C LabSPUMallocArea
A548C sva
A54CC LnSamplesLoaded
A54D0 LlVABAddr
A54D4 LabSampleType
A54EC LabFreeChannel
A5504 LnFreeChannels
A5534 MonitorScreenTI
A5538 MonitorScreenU0
A553C MonitorOff
A5540 MonitorOff2
A5544 MonitorHold
A5548 LaraPos
A555C FontShades
A57DC lara
A593C ItemNewRooms
A5D3C lara_matrices
A5F1C lara_joint_matrices
A60FC temp_rotation_buffer
A623C spark
A7C3C ShockWaves
A7DFC Gunshells
A80FC Bubbles
A85FC Drips
A88FC blood
A8D7C fires
A8F7C smoke_spark
A94FC fire_spark
A981C debris
AB21C hairs
AB3DC savegame
AB590 LaSlot
AB8F0 Slist
ABB10 FootPrint
ABD10 GadwPolygonBuffers
DEDA0 GadwOrderingTables
E3DC0 malloc_buffer
